id,url,alt_text,caption,width,height,resizer_url,subtitle,updated_at
25,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/BUESP5DC7ZNE5BYUUQQQLYD55I.jpg,Le logo de Banco Bilbao Vizcaya Argentaria est visible sur la façade du siège de la banque à Madrid,"Le logo de Banco Bilbao Vizcaya Argentaria est visible sur la façade du siège de la banque à Madrid, Espagne. /Photo prise le 16 mai 2025/REUTERS/Ana Beltran/Photo d'archives",5931,3954,https://www.reuters.com/resizer/v2/BUESP5DC7ZNE5BYUUQQQLYD55I.jpg?auth=2d0207b6ae5768832923dacf51491b4ee55800313cf5aa61a79bb90df47f3f36,Le logo de Banco Bilbao Vizcaya Argentaria est visible sur la façade du siège de la banque à Madrid,2025-09-30 08:52:52+00
26,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/EZAUUJPUVNN4HE3OMTF65QIY74.jpg,Upper Crust restaurant in London,"An Upper Crust logo is displayed on a restaurant in London, Britain, January 30, 2024. REUTERS/Hannah McKay/File Photo",5139,3396,https://www.reuters.com/resizer/v2/EZAUUJPUVNN4HE3OMTF65QIY74.jpg?auth=dd87fbe897de04907defa4a158a281bf826274fc6a3855e7330c81ae478edf33,Upper Crust restaurant in London,2025-09-25 04:51:05+00
27,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/7N2DLFOVHNMCBI3WIU6NEMXJTU.jpg,"FOTO DE ARCHIVO: Un grupo de personas pasa por delante de una sucursal del banco Sabadell en Bilbao, España","FOTO DE ARCHIVO: La gente pasa por delante de una sucursal del banco español Sabadell en Bilbao, España, 13 de mayo de 2024. REUTERS/Vincent West/Foto de archivo",6000,4000,https://www.reuters.com/resizer/v2/7N2DLFOVHNMCBI3WIU6NEMXJTU.jpg?auth=ef200f8c658934e28c65df28c3555c767f879a6fdb4d3f1e7db83a5977f3b88a,"FOTO DE ARCHIVO: Un grupo de personas pasa por delante de una sucursal del banco Sabadell en Bilbao, España",2025-09-25 07:56:36+00
28,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/WE6ELEICGFOXLKGD24JRDSOWMQ.jpg,People arrive on the red carpet before comedian and talk show host Jon Stewart receives the Mark Twain Prize For American Humor at The Kennedy Center,"Jimmy Kimmel arrives on the red carpet before comedian and talk show host Jon Stewart receives the Mark Twain Prize For American Humor, at The Kennedy Center in Washington, U.S., April 24 2022.  REUTERS/Cheriss May/File Photo",4000,2669,https://www.reuters.com/resizer/v2/WE6ELEICGFOXLKGD24JRDSOWMQ.jpg?auth=2e4f22023cfd31ec572feb99c75535ca874e23e0069f04c8a1b52465caf81938,People arrive on the red carpet before comedian and talk show host Jon Stewart receives the Mark Twain Prize For American Humor at The Kennedy Center,2025-09-25 00:09:24+00
29,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/QK5X3DAFSRJ45F7COOEX3TNY6M.jpg,"A boardroom is seen in an office building in Manhattan, New York City, New York","A boardroom is seen in an office building in Manhattan, New York City, New York, U.S., May 24, 2021. REUTERS/Andrew Kelly/File Photo",6720,4480,https://www.reuters.com/resizer/v2/QK5X3DAFSRJ45F7COOEX3TNY6M.jpg?auth=d423171286dbfb6cc68462b0b85848083da5d2928011f59f868477ce3ba9fd35,"A boardroom is seen in an office building in Manhattan, New York City, New York",2025-09-24 19:22:49+00
30,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/GFHEO3RY5FNI5FIHLPJMGREDFQ.jpg,"A boardroom is seen in an office building in Manhattan, New York City, New York","A boardroom is seen in an office building in Manhattan, New York City, New York, U.S., May 24, 2021. REUTERS/Andrew Kelly",6475,4317,https://www.reuters.com/resizer/v2/GFHEO3RY5FNI5FIHLPJMGREDFQ.jpg?auth=27770909eedfea542b830d5343b64f27070ef6a11a83802afdce62ed77fb7944,"A boardroom is seen in an office building in Manhattan, New York City, New York",2025-10-06 16:04:09+00
31,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/STEP76ISFJM6VHGJ5LWZWWPSM4.jpg,The logo of Germany's Federal Financial Supervisory Authority BaFin (Bundesanstalt fuer Finanzdienstleistungsaufsicht) is pictured outside of an office building of the BaFin in Bonn,"The logo of Germany's Federal Financial Supervisory Authority BaFin (Bundesanstalt fuer Finanzdienstleistungsaufsicht) is pictured outside of an office building of the BaFin in Bonn, Germany, April 15, 2019.  REUTERS/Wolfgang Rattay/ File Photo",5472,3443,https://www.reuters.com/resizer/v2/STEP76ISFJM6VHGJ5LWZWWPSM4.jpg?auth=c2708d5ed0d34ed038535b2b046427db36eba6d3033b870dc831fabe4edd67e0,The logo of Germany's Federal Financial Supervisory Authority BaFin (Bundesanstalt fuer Finanzdienstleistungsaufsicht) is pictured outside of an office building of the BaFin in Bonn,2025-09-24 17:42:26+00
32,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/TEHET2MQABMUVAJM2Q6VK43VKU.jpg,SPECIAL REPORT: Meta's flirty AI bot invited a retiree to New York. He never made it home.,"A view of the Manhattan skyline as seen from Bayonne, New Jersey, U.S., July 30, 2025. REUTERS/Shannon Stapleton/File Photo",8192,5462,https://www.reuters.com/resizer/v2/TEHET2MQABMUVAJM2Q6VK43VKU.jpg?auth=ae343c4f2b1dc151bcaa07d972b5361c2fd5c741c5e6aa2e70ca708db2319e5a,SPECIAL REPORT: Meta's flirty AI bot invited a retiree to New York. He never made it home.,2025-09-24 10:46:53+00
33,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/36EIUHSWTRJ7JA4EK2AORARMMA.jpg,"Scott Ferguson, managing partner at Sachem Head Capital Management, speaks during the 13D Monitor's Active-Passive Investor Summit in New York","Scott Ferguson, managing partner at Sachem Head Capital Management, speaks during the 13D Monitor's Active-Passive Investor Summit in New York City, U.S., October 17, 2023. REUTERS/Brendan McDermid/File Photo",3331,2221,https://www.reuters.com/resizer/v2/36EIUHSWTRJ7JA4EK2AORARMMA.jpg?auth=b8d856de6bf90f9431556436e582ab7eeba08698ef0c42137f135f55b0aa6da7,"Scott Ferguson, managing partner at Sachem Head Capital Management, speaks during the 13D Monitor's Active-Passive Investor Summit in New York",2025-09-23 20:22:20+00
34,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/R3BPNFMHLZPQJGNM2RJ74AEHRA.jpg,"A woman walks among rain pipes at the Advanced Drainage Systems exhibit area at the 47th Annual World Ag Expo in Tulare, California.","A woman walks among rain pipes at the Advanced Drainage Systems exhibit area at the 47th Annual World Ag Expo in Tulare, California, February 12, 2014.   REUTERS/David McNew/File Photo",3500,2334,https://www.reuters.com/resizer/v2/R3BPNFMHLZPQJGNM2RJ74AEHRA.jpg?auth=1cd91451b33b7e7b1c21e0f989ff76a917b974bee615128ecfcfa34ed2272a1d,"A woman walks among rain pipes at the Advanced Drainage Systems exhibit area at the 47th Annual World Ag Expo in Tulare, California.",2025-09-23 09:48:33+00
35,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/SDVICRNBXZOD7KESU57EBQVZ4U.jpg,The PepsiCo Walkers factory in Leicester,"Cans of Pepsi are seen at the PepsiCo Walkers factory in Leicester, Britain, August 14, 2024. REUTERS/Hollie Adams/File Photo",7460,4976,https://www.reuters.com/resizer/v2/SDVICRNBXZOD7KESU57EBQVZ4U.jpg?auth=6869dd81d8424656a09f5959c159d345e0c6cba7b0c56c385c82cc1327983e07,The PepsiCo Walkers factory in Leicester,2025-09-23 13:55:51+00
36,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/ZFKSRCAJIJOZHMF5RYTGL66KMU.jpg,"ARCHIV: Eine Frau läuft zwischen Regenrohren im Ausstellungsbereich von Advanced Drainage Systems auf der 47. jährlichen World Ag Expo in Tulare, Kalifornien","ARCHIV: Eine Frau läuft zwischen Regenrohren im Ausstellungsbereich von Advanced Drainage Systems auf der 47. jährlichen World Ag Expo in Tulare, Kalifornien, 12. Februar 2014.  REUTERS/David McNew ",3500,2334,https://www.reuters.com/resizer/v2/ZFKSRCAJIJOZHMF5RYTGL66KMU.jpg?auth=b881338719429d05d84cc2dc96434201041d9d446ef9067f8299efae3805da2b,"ARCHIV: Eine Frau läuft zwischen Regenrohren im Ausstellungsbereich von Advanced Drainage Systems auf der 47. jährlichen World Ag Expo in Tulare, Kalifornien",2025-09-23 07:41:54+00
37,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/JO43Y2XTDNNOLF5Q54ZKPR25OY.jpg,FIFA World Cup Qatar 2022 Preview,"Soccer Football - FIFA World Cup Qatar 2022 Preview - Doha, Qatar - October 18, 2022  U.S. ambassador to Qatar, Timmy T. Davis talks to journalists at the U.S. Embassy in Doha  REUTERS/Imad Creidi/File Photo",4014,2947,https://www.reuters.com/resizer/v2/JO43Y2XTDNNOLF5Q54ZKPR25OY.jpg?auth=04e91b251dd381dd6d5f12ae1f26e99d44bb8b791aeab1e153a32d7e7d8032cf,FIFA World Cup Qatar 2022 Preview,2025-09-22 18:33:09+00
38,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/POYQKGHIANKCLCW7BFYVM3CZVA.jpg,Un magasin Office Depot,"Un magasin Office Depot est photographié à Encinitas, Californie. /Photo prise le 19 février 2013/REUTERS/Mike Blake/",3500,2356,https://www.reuters.com/resizer/v2/POYQKGHIANKCLCW7BFYVM3CZVA.jpg?auth=c9077e23c23bdb4a091b0885304ae91ac6735807dfcd2f4618efb419e323313a,Un magasin Office Depot,2025-09-22 16:02:01+00
39,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/YBWY5XLMANKRJM25JVZEJ2UQHY.jpg,Office Depot parent to be acquired by Atlas Holdings for $1 billion,"An Office Depot store is pictured in Encinitas, California, February 19, 2013.  REUTERS/Mike Blake/File Photo",3500,2356,https://www.reuters.com/resizer/v2/YBWY5XLMANKRJM25JVZEJ2UQHY.jpg?auth=e8675f65dbd4b0f3ed1439ea465ec57fb37bb76d13fdb1d7360579fee866cc8d,Office Depot parent to be acquired by Atlas Holdings for $1 billion,2025-09-22 14:54:58+00
40,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/PQN4HBBALJNY3FCXH4L6LBX5LU.jpg,The U.S. Securities and Exchange Commission (SEC) headquarters in Washington,"The U.S. Securities and Exchange Commission (SEC) headquarters in Washington, DC, U.S., November 25, 2024. REUTERS/Benoit Tessier/File Photo",5830,3887,https://www.reuters.com/resizer/v2/PQN4HBBALJNY3FCXH4L6LBX5LU.jpg?auth=5308fe3cb2a6b2e33a701e5e798a035b6e9d51ef9185f123366428dbe05a7afe,The U.S. Securities and Exchange Commission (SEC) headquarters in Washington,2025-10-06 20:23:09+00
41,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/AVYBN57HUZPKLMOFW35PVUN3VM.jpg,FILE PHOTO: Old logo at a Cracker Barrel restaurant,"FILE PHoto: Old logo at a Cracker Barrel restaurant in Tampa, Florida, U.S., June 1, 2021. REUTERS/Octavio Jones/File Photo",3000,2000,https://www.reuters.com/resizer/v2/AVYBN57HUZPKLMOFW35PVUN3VM.jpg?auth=1f953605aaf377b66e86f1273027a0d34c76a97de7c5faa84a9b1b5534000899,FILE PHOTO: Old logo at a Cracker Barrel restaurant,2025-09-18 13:03:19+00
42,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/FWAGD6KJXJN2ZJ6ZH4WGSF4LQY.jpg,Nestle's Nescafe for sale at a supermarket in New York,"Nescafe instant coffee, part of food giant Nestle's portfolio, for sale at a supermarket in Queens, New York City, U.S., September 3, 2025. REUTERS/Kylie Cooper",4615,3077,https://www.reuters.com/resizer/v2/FWAGD6KJXJN2ZJ6ZH4WGSF4LQY.jpg?auth=4c6ce0bef9ef157ca15ca50f62fef020d49d18322c26d2b21613b26f98c95216,Nestle's Nescafe for sale at a supermarket in New York,2025-09-18 09:16:56+00
43,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/FUBTGATC45MSXCEDX2I2CX4ZVQ.jpg,Traders work on the floor of the NYSE in New York,"Traders work on the floor at the New York Stock Exchange (NYSE) in New York City, U.S., September 17, 2025.  REUTERS/Brendan McDermid",3539,2359,https://www.reuters.com/resizer/v2/FUBTGATC45MSXCEDX2I2CX4ZVQ.jpg?auth=cba10a311c21f91601923c24eeddcddfa84783f286a866aec0afce19d913818a,Traders work on the floor of the NYSE in New York,2025-10-03 21:20:04+00
44,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/R2PAB55IBNOB3I2BCDMOLQUL6U.jpg,Operadores na bolsa de Nova York,"Operadores na bolsa de Nova York
06/08/2025. REUTERS/Jeenah Moon/File photo",5575,3717,https://www.reuters.com/resizer/v2/R2PAB55IBNOB3I2BCDMOLQUL6U.jpg?auth=b0ad31697d813e50112318d4c7b512459a3737913e048a086834f26926aefcb5,Operadores na bolsa de Nova York,2025-10-03 20:21:01+00
45,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/KW3HSLN3XNITNBZH46M72FNKAM.jpg,"FOTO DE ARCHIVO: Una persona pasa frente a la Bolsa de Nueva York, EEUU.","FOTO DE ARCHIVO: Una persona pasa frente a la Bolsa de Nueva York, EEUU. 8 abril 2025. REUTERS/Kylie Cooper",5031,3354,https://www.reuters.com/resizer/v2/KW3HSLN3XNITNBZH46M72FNKAM.jpg?auth=062829fb49fa801517cd753aabd286e963eb342d0113f91e6bef9e2639c932d4,"FOTO DE ARCHIVO: Una persona pasa frente a la Bolsa de Nueva York, EEUU.",2025-09-29 14:57:52+00
